Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive
20-08-2020,Monaco,39305,51953,150,4,115,31,,,0.381630836
21-08-2020,Monaco,39305,51953,154,4,116,34,,,0.391807658
22-08-2020,Monaco,39305,51953,154,4,116,34,,,0.391807658
23-08-2020,Monaco,39305,51953,112,1,83,28,,,0.284951024
24-08-2020,Monaco,39305,51953,112,1,83,28,,,0.284951024
25-08-2020,Monaco,39305,51953,121,1,85,35,,,0.307848874
26-08-2020,Monaco,39305,51953,122,1,85,36,,,0.31039308
27-08-2020,Monaco,39305,51953,125,1,86,38,,,0.318025696
28-08-2020,Monaco,39305,51953,125,1,86,38,,,0.318025696
29-08-2020,Monaco,39305,51953,130,1,89,40,,,0.330746724
30-08-2020,Monaco,39305,51953,131,1,89,41,,,0.33329093
31-08-2020,Monaco,39305,51953,138,1,89,48,,,0.351100369
01-09-2020,Monaco,39305,51953,140,1,90,49,,,0.35618878
02-09-2020,Monaco,39305,51953,142,1,91,50,,,0.361277191
03-09-2020,Monaco,39305,51953,143,1,94,48,,,0.363821397
04-09-2020,Monaco,39305,51953,147,1,97,49,,,0.373998219
05-09-2020,Monaco,39305,51953,147,1,102,44,,,0.373998219
06-09-2020,Monaco,39305,51953,147,1,102,44,,,0.373998219
07-09-2020,Monaco,39305,51953,153,1,102,50,,,0.389263452
08-09-2020,Monaco,39305,51953,156,1,107,48,,,0.396896069
09-09-2020,Monaco,39305,51953,161,1,107,53,,,0.409617097
10-09-2020,Monaco,39305,51953,165,1,107,57,,,0.419793919
11-09-2020,Monaco,39305,51953,168,1,123,44,,,0.427426536
12-09-2020,Monaco,39305,51953,169,1,123,45,,,0.429970742
13-09-2020,Monaco,39305,51953,171,1,128,42,,,0.435059153
14-09-2020,Monaco,39305,51953,177,1,132,44,,,0.450324386
15-09-2020,Monaco,39305,51953,178,1,133,44,,,0.452868592
16-09-2020,Monaco,39305,51953,181,1,137,43,,,0.460501208
17-09-2020,Monaco,39305,51953,186,1,147,38,,,0.473222236
18-09-2020,Monaco,39305,51953,191,1,152,38,,,0.485943264
19-09-2020,Monaco,39305,51953,192,1,152,39,,,0.48848747
20-09-2020,Monaco,39305,51953,193,1,153,39,,,0.491031675
02-05-2020,Mongolia,3289985,8250,39,0,10,29,,,0.001185416
18-04-2020,Montenegro,628084,3874,307,5,55,247,,,0.048878812
19-04-2020,Montenegro,628084,3874,308,5,55,248,,,0.049038027
20-04-2020,Montenegro,628084,3874,312,5,88,219,,,0.049674884
21-04-2020,Montenegro,628084,5085,313,5,101,207,,,0.049834099
22-04-2020,Montenegro,628084,5085,315,5,116,194,,,0.050152527
23-04-2020,Montenegro,628084,5085,316,5,123,188,,,0.050311742
24-04-2020,Montenegro,628084,5085,319,6,123,190,,,0.050789385
25-04-2020,Montenegro,628084,5085,320,6,153,161,,,0.050948599
26-04-2020,Montenegro,628084,5085,321,7,153,161,,,0.051107814
27-04-2020,Montenegro,628084,5085,321,7,189,125,,,0.051107814
28-04-2020,Montenegro,628084,6864,321,7,199,115,,,0.051107814
29-04-2020,Montenegro,628084,6864,322,7,203,112,,,0.051267028
30-04-2020,Montenegro,628084,6864,322,7,214,101,,,0.051267028
01-05-2020,Montenegro,628084,6864,322,7,233,82,,,0.051267028
02-05-2020,Montenegro,628084,7816,322,8,249,65,,,0.051267028
03-05-2020,Montenegro,628084,7816,322,8,249,65,,,0.051267028
04-05-2020,Montenegro,628084,7816,323,8,253,62,,,0.051426242
05-05-2020,Montenegro,628084,7816,324,8,253,63,,,0.051585457
06-05-2020,Montenegro,628084,7816,324,8,261,55,,,0.051585457
07-05-2020,Montenegro,628084,7816,324,8,265,51,,,0.051585457
08-05-2020,Montenegro,628084,7816,324,8,267,49,,,0.051585457
09-05-2020,Montenegro,628084,7816,324,8,274,42,,,0.051585457
10-05-2020,Montenegro,628084,7816,324,9,290,25,,,0.051585457
11-05-2020,Montenegro,628084,7816,324,9,294,21,,,0.051585457
12-05-2020,Montenegro,628084,10167,324,9,298,17,,,0.051585457
13-05-2020,Montenegro,628084,10167,324,9,307,8,,,0.051585457
14-05-2020,Montenegro,628084,10167,324,9,309,6,,,0.051585457
15-05-2020,Montenegro,628084,10167,324,9,311,4,,,0.051585457
16-05-2020,Montenegro,628084,10167,324,9,311,4,,,0.051585457
17-05-2020,Montenegro,628084,10167,324,9,311,4,,,0.051585457
18-05-2020,Montenegro,628084,10167,324,9,311,4,,,0.051585457
19-05-2020,Montenegro,628084,10167,324,9,312,3,,,0.051585457
20-05-2020,Montenegro,628084,10167,324,9,312,3,,,0.051585457
21-05-2020,Montenegro,628084,10167,324,9,314,1,,,0.051585457
22-05-2020,Montenegro,628084,10167,324,9,314,1,,,0.051585457
23-05-2020,Montenegro,628084,10167,324,9,314,1,,,0.051585457
24-05-2020,Montenegro,628084,10167,324,9,315,0,,,0.051585457
25-05-2020,Montenegro,628084,10167,324,9,315,0,,,0.051585457
26-05-2020,Montenegro,628084,10167,324,9,315,0,,,0.051585457
27-05-2020,Montenegro,628084,10167,324,9,315,0,,,0.051585457
28-05-2020,Montenegro,628084,10167,324,9,315,0,,,0.051585457
29-05-2020,Montenegro,628084,10167,324,9,315,0,,,0.051585457
30-05-2020,Montenegro,628084,10167,324,9,315,0,,,0.051585457
31-05-2020,Montenegro,628084,10167,324,9,315,0,,,0.051585457
01-06-2020,Montenegro,628084,10167,324,9,315,0,,,0.051585457
02-06-2020,Montenegro,628084,10167,324,9,315,0,,,0.051585457
03-06-2020,Montenegro,628084,10167,324,9,315,0,,,0.051585457
04-06-2020,Montenegro,628084,10167,324,9,315,0,,,0.051585457
05-06-2020,Montenegro,628084,13186,324,9,315,0,,,0.051585457
06-06-2020,Montenegro,628084,13186,324,9,315,0,,,0.051585457
07-06-2020,Montenegro,628084,13186,324,9,315,0,,,0.051585457
08-06-2020,Montenegro,628084,13186,324,9,315,0,,,0.051585457
09-06-2020,Montenegro,628084,13186,324,9,315,0,,,0.051585457
10-06-2020,Montenegro,628084,13186,324,9,315,0,,,0.051585457
11-06-2020,Montenegro,628084,13186,324,9,315,0,,,0.051585457
12-06-2020,Montenegro,628084,13186,324,9,315,0,,,0.051585457
13-06-2020,Montenegro,628084,13186,324,9,315,0,,,0.051585457
14-06-2020,Montenegro,628084,13186,325,9,315,1,,,0.051744671
15-06-2020,Montenegro,628084,13186,326,9,315,2,,,0.051903885
16-06-2020,Montenegro,628084,13186,326,9,315,2,,,0.051903885
17-06-2020,Montenegro,628084,13186,333,9,315,9,,,0.053018386
18-06-2020,Montenegro,628084,13186,337,9,315,13,,,0.053655244
19-06-2020,Montenegro,628084,13186,355,9,315,31,,,0.056521102
20-06-2020,Montenegro,628084,13186,359,9,315,35,,,0.05715796
21-06-2020,Montenegro,628084,13186,362,9,315,38,,,0.057635603
22-06-2020,Montenegro,628084,13186,367,9,315,43,,,0.058431675
23-06-2020,Montenegro,628084,13186,378,9,315,54,,,0.060183033
24-06-2020,Montenegro,628084,13186,389,9,315,65,,,0.061934391
25-06-2020,Montenegro,628084,13186,414,9,315,90,,,0.06591475
26-06-2020,Montenegro,628084,13186,439,9,315,115,,,0.06989511
27-06-2020,Montenegro,628084,13186,469,9,315,145,,,0.074671541
28-06-2020,Montenegro,628084,13186,481,11,315,155,,,0.076582113
29-06-2020,Montenegro,628084,13186,501,11,315,175,,,0.079766401
30-06-2020,Montenegro,628084,13186,548,12,315,221,,,0.087249476
01-07-2020,Montenegro,628084,13186,576,12,315,249,,,0.091707479
02-07-2020,Montenegro,628084,13376,616,12,315,289,,,0.098076054
03-07-2020,Montenegro,628084,13820,663,13,315,335,,,0.105559129
04-07-2020,Montenegro,628084,13820,720,13,315,392,,,0.114634348
05-07-2020,Montenegro,628084,13820,781,14,315,452,,,0.124346425
06-07-2020,Montenegro,628084,14270,841,14,315,512,,,0.133899287
07-07-2020,Montenegro,628084,14781,907,17,320,570,,,0.144407436
08-07-2020,Montenegro,628084,15226,960,17,320,623,,,0.152845798
09-07-2020,Montenegro,628084,15618,1019,19,320,680,,,0.162239446
10-07-2020,Montenegro,628084,16183,1019,19,320,680,,,0.162239446
11-07-2020,Montenegro,628084,16183,1164,23,325,816,,,0.18532553
12-07-2020,Montenegro,628084,16183,1221,23,325,873,,,0.194400749
13-07-2020,Montenegro,628084,16183,1287,24,330,933,,,0.204908898
14-07-2020,Montenegro,628084,24972,1287,24,330,933,,,0.204908898
15-07-2020,Montenegro,628084,27367,1287,24,330,933,,,0.204908898
16-07-2020,Montenegro,628084,27367,1287,24,330,933,,,0.204908898
17-07-2020,Montenegro,628084,28219,1965,26,357,1582,,,0.312856242
18-07-2020,Montenegro,628084,28912,2072,30,378,1664,,,0.32989218
19-07-2020,Montenegro,628084,29632,2188,32,385,1771,,,0.348361047
20-07-2020,Montenegro,628084,29632,2188,32,385,1771,,,0.348361047
21-07-2020,Montenegro,628084,30858,2381,35,426,1920,,,0.379089421
22-07-2020,Montenegro,628084,30858,2472,39,496,1937,,,0.393577929
23-07-2020,Montenegro,628084,31479,2569,40,538,1991,,,0.409021723
24-07-2020,Montenegro,628084,31966,2665,43,642,1980,,,0.424306303
25-07-2020,Montenegro,628084,32527,2747,43,664,2040,,,0.437361882
26-07-2020,Montenegro,628084,32934,2799,43,739,2017,,,0.445641029
27-07-2020,Montenegro,628084,33612,2893,45,809,2039,,,0.46060718
28-07-2020,Montenegro,628084,34210,2949,45,839,2065,,,0.469523185
29-07-2020,Montenegro,628084,34818,3016,47,931,2038,,,0.480190548
30-07-2020,Montenegro,628084,34818,3016,47,931,2038,,,0.480190548
31-07-2020,Montenegro,628084,35782,3112,49,1073,1990,,,0.495475128
01-08-2020,Montenegro,628084,36321,3198,50,1293,1855,,,0.509167564
02-08-2020,Montenegro,628084,36752,3258,51,1445,1762,,,0.518720426
03-08-2020,Montenegro,628084,36752,3301,52,1445,1804,,,0.525566644
04-08-2020,Montenegro,628084,37514,3361,53,1869,1439,,,0.535119506
05-08-2020,Montenegro,628084,37995,3411,57,2032,1322,,,0.543080225
06-08-2020,Montenegro,628084,38427,3480,60,2178,1242,,,0.554066017
07-08-2020,Montenegro,628084,38891,3549,61,2296,1192,,,0.565051808
08-08-2020,Montenegro,628084,39217,3588,62,2407,1119,,,0.571261169
09-08-2020,Montenegro,628084,39480,3618,64,2452,1102,,,0.5760376
10-08-2020,Montenegro,628084,39875,3696,68,2521,1107,,,0.588456321
11-08-2020,Montenegro,628084,40408,3748,71,2558,1119,,,0.596735469
12-08-2020,Montenegro,628084,40868,3813,73,2638,1102,,,0.607084403
13-08-2020,Montenegro,628084,41235,3857,73,2680,1104,,,0.614089835
14-08-2020,Montenegro,628084,41729,3930,73,2752,1105,,,0.625712484
15-08-2020,Montenegro,628084,41951,3960,75,2830,1055,,,0.630488915
16-08-2020,Montenegro,628084,42434,4035,77,2910,1048,,,0.642429993
17-08-2020,Montenegro,628084,42735,4085,80,2986,1019,,,0.650390712
18-08-2020,Montenegro,628084,43256,4132,80,3035,1017,,,0.657873788
19-08-2020,Montenegro,628084,43826,4174,80,3127,967,,,0.664560791
20-08-2020,Montenegro,628084,44219,4229,81,3186,962,,,0.673317582
21-08-2020,Montenegro,628084,44724,4277,82,3281,914,,,0.680959872
22-08-2020,Montenegro,628084,45151,4313,84,3333,896,,,0.686691589
23-08-2020,Montenegro,628084,45418,4343,84,3356,903,,,0.69146802
24-08-2020,Montenegro,628084,45840,4378,84,3420,874,,,0.697040523
25-08-2020,Montenegro,628084,46380,4444,87,3480,877,,,0.707548672
26-08-2020,Montenegro,628084,46380,4499,88,3558,853,,,0.716305462
27-08-2020,Montenegro,628084,46942,4558,89,3606,863,,,0.72569911
28-08-2020,Montenegro,628084,47543,4663,92,3731,840,,,0.742416619
29-08-2020,Montenegro,628084,48030,4727,93,3839,795,,,0.752606339
30-08-2020,Montenegro,628084,48405,4790,98,3963,729,,,0.762636845
31-08-2020,Montenegro,628084,48869,4835,100,4021,714,,,0.769801492
01-09-2020,Montenegro,628084,49348,4917,102,4058,757,,,0.78285707
02-09-2020,Montenegro,628084,49994,5019,104,4104,811,,,0.799096936
03-09-2020,Montenegro,628084,50773,5165,104,4164,897,,,0.822342234
04-09-2020,Montenegro,628084,51314,5275,106,4203,966,,,0.839855815
05-09-2020,Montenegro,628084,51905,5422,107,4224,1091,,,0.863260328
06-09-2020,Montenegro,628084,52431,5553,108,4231,1214,,,0.884117411
07-09-2020,Montenegro,628084,52811,5659,109,4272,1278,,,0.900994135
08-09-2020,Montenegro,628084,53650,5875,112,4312,1451,,,0.935384439
09-09-2020,Montenegro,628084,54472,6094,114,4350,1630,,,0.970252387
10-09-2020,Montenegro,628084,55041,6222,114,4393,1715,,,0.990631826
11-09-2020,Montenegro,628084,55658,6385,115,4460,1810,,,1.016583769
12-09-2020,Montenegro,628084,56339,6530,118,4491,1921,,,1.039669853
13-09-2020,Montenegro,628084,56826,6712,120,4507,2085,,,1.068646869
14-09-2020,Montenegro,628084,57444,6900,121,4589,2190,,,1.098579171
15-09-2020,Montenegro,628084,58201,7061,123,4692,2246,,,1.124212685
16-09-2020,Montenegro,628084,59154,7291,126,4764,2401,,,1.160831991
17-09-2020,Montenegro,628084,60011,7503,129,4892,2482,,,1.194585438
18-09-2020,Montenegro,628084,60669,7711,133,4997,2581,,,1.227702027
19-09-2020,Montenegro,628084,61307,7898,134,5129,2635,,,1.257475115
20-09-2020,Montenegro,628084,61980,8612,136,5268,3208,,,1.371154177
25-04-2020,Montserrat,4993,36,11,1,2,8,,,0.220308432
26-04-2020,Montserrat,4993,36,11,1,2,8,,,0.220308432
27-04-2020,Montserrat,4993,36,11,1,2,8,,,0.220308432
28-04-2020,Montserrat,4993,36,11,1,2,8,,,0.220308432
29-04-2020,Montserrat,4993,36,11,1,2,8,,,0.220308432
30-04-2020,Montserrat,4993,36,11,1,2,8,,,0.220308432
01-05-2020,Montserrat,4993,36,11,1,2,8,,,0.220308432
02-05-2020,Montserrat,4993,36,11,1,7,3,,,0.220308432
03-05-2020,Montserrat,4993,36,11,1,7,3,,,0.220308432
04-05-2020,Montserrat,4993,36,11,1,7,3,,,0.220308432
05-05-2020,Montserrat,4993,36,11,1,7,3,,,0.220308432
06-05-2020,Montserrat,4993,36,11,1,7,3,,,0.220308432
07-05-2020,Montserrat,4993,36,11,1,7,3,,,0.220308432
08-05-2020,Montserrat,4993,36,11,1,8,2,,,0.220308432
09-05-2020,Montserrat,4993,36,11,1,8,2,,,0.220308432
10-05-2020,Montserrat,4993,36,11,1,8,2,,,0.220308432
11-05-2020,Montserrat,4993,36,11,1,8,2,,,0.220308432
12-05-2020,Montserrat,4993,36,11,1,8,2,,,0.220308432
13-05-2020,Montserrat,4993,36,11,1,8,2,,,0.220308432
14-05-2020,Montserrat,4993,36,11,1,8,2,,,0.220308432
15-05-2020,Montserrat,4993,36,11,1,8,2,,,0.220308432
16-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
17-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
18-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
19-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
20-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
21-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
22-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
23-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
24-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
25-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
26-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
27-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
28-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
29-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
30-05-2020,Montserrat,4993,36,11,1,10,0,,,0.220308432
31-05-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
01-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
02-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
03-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
04-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
05-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
06-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
07-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
08-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
09-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
10-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
11-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
12-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
13-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
14-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
15-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
16-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
17-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
18-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
19-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
20-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
21-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
22-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
23-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
24-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
25-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
26-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
27-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
28-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
29-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
30-06-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
01-07-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
02-07-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
03-07-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
04-07-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
05-07-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
06-07-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
07-07-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
08-07-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
09-07-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
10-07-2020,Montserrat,4993,61,11,1,10,0,,,0.220308432
11-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
12-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
13-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
14-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
15-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
16-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
17-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
18-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
19-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
20-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
21-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
22-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
23-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
24-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
25-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
26-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
27-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
28-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
29-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
30-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
31-07-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
01-08-2020,Montserrat,4993,61,12,1,10,1,,,0.240336471
02-08-2020,Montserrat,4993,61,13,1,10,2,,,0.26036451
03-08-2020,Montserrat,4993,61,13,1,10,2,,,0.26036451
04-08-2020,Montserrat,4993,61,13,1,10,2,,,0.26036451
05-08-2020,Montserrat,4993,61,13,1,10,2,,,0.26036451
06-08-2020,Montserrat,4993,61,13,1,10,2,,,0.26036451
07-08-2020,Montserrat,4993,61,13,1,10,2,,,0.26036451
08-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
09-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
10-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
11-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
12-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
13-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
14-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
15-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
16-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
17-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
18-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
19-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
20-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
21-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
22-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
23-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
24-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
25-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
26-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
27-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
28-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
29-08-2020,Montserrat,4993,61,13,1,12,0,,,0.26036451
30-08-2020,Montserrat,4993,328,13,1,12,0,,,0.26036451
31-08-2020,Montserrat,4993,328,13,1,12,0,,,0.26036451
01-09-2020,Montserrat,4993,328,13,1,12,0,,,0.26036451
02-09-2020,Montserrat,4993,328,13,1,12,0,,,0.26036451
03-09-2020,Montserrat,4993,328,13,1,12,0,,,0.26036451
04-09-2020,Montserrat,4993,328,13,1,12,0,,,0.26036451
05-09-2020,Montserrat,4993,328,13,1,12,0,,,0.26036451
06-09-2020,Montserrat,4993,328,13,1,12,0,,,0.26036451
07-09-2020,Montserrat,4993,328,13,1,12,0,,,0.26036451
08-09-2020,Montserrat,4993,328,13,1,12,0,,,0.26036451
09-09-2020,Montserrat,4993,328,13,1,12,0,,,0.26036451
10-09-2020,Montserrat,4993,373,13,1,11,1,,,0.26036451
11-09-2020,Montserrat,4993,373,13,1,11,1,,,0.26036451
12-09-2020,Montserrat,4993,373,13,1,11,1,,,0.26036451
13-09-2020,Montserrat,4993,373,13,1,11,1,,,0.26036451
14-09-2020,Montserrat,4993,373,13,1,12,0,,,0.26036451
15-09-2020,Montserrat,4993,373,13,1,12,0,,,0.26036451
16-09-2020,Montserrat,4993,373,13,1,12,0,,,0.26036451
17-09-2020,Montserrat,4993,373,13,1,12,0,,,0.26036451
18-09-2020,Montserrat,4993,373,13,1,12,0,,,0.26036451
19-09-2020,Montserrat,4993,373,13,1,12,0,,,0.26036451
20-09-2020,Montserrat,4993,373,13,1,12,0,,,0.26036451
